Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary
MenschDanke Group,"MenschDanke owns and operates an online portal, gutscheinPony and offers segment vouchers online for department stores.",https://www.crunchbase.com/organization/menschdanke-group,0
Excubate Corporate Startups,Excubate drives Digital Transformation & innovates Corporate Business Models – From Strategy to Implementation,https://www.crunchbase.com/organization/excubate,0
Integra,"Integra advises and finances start-up businesses as they create, grow, and expand.",https://www.crunchbase.com/organization/integra-98dc,0
Curious Capital,"Curious Capital is looking for seed and early stage investments, which anyhow fit to activities of a modern media company.",https://www.crunchbase.com/organization/curious-capital-a4fc,1
Sanner Ventures,We aim to facilitate innovation in protecting health and well-being.,https://www.crunchbase.com/organization/sanner-ventures,1
eValue Ventures,eValue Ventures AG is an early stage venture capital provider.,https://www.crunchbase.com/organization/evalue-ventures,0
Interlink Ventures,Interlink Ventures is a strategic partner for innovative start-ups with an important contribution to a sustainable future.,https://www.crunchbase.com/organization/interlink-ventures,1
Herius Capital,Herius Capital a private equity and venture capital fund bolstering the space ecosystem by investing in pioneers creating society.,https://www.crunchbase.com/organization/herius-capital,1
RED Ventures,"An award winning venture studio, investing sweat and money in innovative and scalable digital companies",https://www.crunchbase.com/organization/red-ventures-3fd1,0
Samen Slimmer Alliance,Samen Slimmer is an investment firm.,https://www.crunchbase.com/organization/samen-slimmer,0
Mittelständische Beteiligungsgesellschaft Berlin-Brandenburg,"Mezzanine capital is a entrepreneur, a growth entrepreneur and a successor.",https://www.crunchbase.com/organization/mittelständische-beteiligungsgesellschaft-berlin-brandenburg,0
Zeitgeist X Ventures,Fintech entrepreneurs created Zeitgeist X Ventures to assist early stage Fintech innovation across Europe.,https://www.crunchbase.com/organization/zeitgeist-x-ventures,1
BWM GmbH,BWM GmbH provides mechanical and electronic engineers and software specialists take care of the fabrication and commissioning.,https://www.crunchbase.com/organization/bwm-gmbh,1
One Day Yes,An early-stage fund investing in female founded startups across Africa.,https://www.crunchbase.com/organization/one-day-yes,1
Longfield Invest,As a family-owned investment firm,https://www.crunchbase.com/organization/longfield-invest,0
Lymbersky Capital & Asset Management,Lymbersky Capital & Asset Management is a family office investing private wealth in real estate projects and selected venture capital deals.,https://www.crunchbase.com/organization/lymbersky-capital-asset-management,0
Sächsische Beteiligungsgesellschaft,SÃ¤chsische Beteiligungsgesellschaft was founded in 1997,https://www.crunchbase.com/organization/schsische-beteiligungsgesellschaft,0
CTF Capital,CTF Capital is a crypto asset investment manager focused on exploiting investment opportunities.,https://www.crunchbase.com/organization/ctf-capital,1
Perikles Ventures,Perikles Ventures provides pre-seed and seed capital for exceptional venture ideas.,https://www.crunchbase.com/organization/perikles-ventures,0
Scrape Ventures,Scrape Ventures is an investment firm.,https://www.crunchbase.com/organization/scrape-ventures,0
Vineta Ventures,Vineta Ventures is a Venture capital firm.,https://www.crunchbase.com/organization/vineta-ventures,0
Cimexia,Investor,https://www.crunchbase.com/organization/cimexia,0
Ventura Investment,"Ventura Investment is a company that holds stakes in young, technology-oriented companies as well as in management companies.",https://www.crunchbase.com/organization/ventura-investment,0
ExtraVallis,Culturally astute early-stage investment for a post-Silicon Valley world,https://www.crunchbase.com/organization/extravallis,0
Volksbank BraWo Unternehmensbeteiligungen,Volksbank supports medium-sized companies in the economic region of Braunschweig Wolfsburg.,https://www.crunchbase.com/organization/volksbank-brawo-unternehmensbeteiligungen,0
Friends and Family GmbH,"Friends and Family is a seed investor for startups within payments, risk management, credit scoring, and fraud detection industry.",https://www.crunchbase.com/organization/friends-and-family-gmbh,1
CRC Ventures,CRC ventures is the investment arm of CRC which is an engineering planning office.,https://www.crunchbase.com/organization/crc-ventures,0
MBMV,MBMV supports regional companies in the form of open and silent investments in financing their business projects.,https://www.crunchbase.com/organization/mbmv,0
Kybernautik Investments,Kybernautik Investments specializes in early-stage seed investments.,https://www.crunchbase.com/organization/kybernautik-investments,0
Seedhouse,"Accelerator Program, Innovation Platform & Early Stage Investor for agtech, food and digital startups.",https://www.crunchbase.com/organization/seedhouse,0
Gründerstipendium.NRW,The NRW start-up grant opens up the opportunity to get your innovative business idea off the ground.,https://www.crunchbase.com/organization/gründerstipendium-nrw,0
Aude Ventures,Aude Ventures is a venture capital investment firm.,https://www.crunchbase.com/organization/aude-ventures,0
Comvest Holding,Comvest Holding,https://www.crunchbase.com/organization/comvest-holding,0
GMB Ventures,"GMB Ventures offers business and management consulting to commercial and non-profit groups, as well as private capital investment.",https://www.crunchbase.com/organization/gmb-ventures,0
U VENTURES,"U VENTURES is a part of LOBBE group of companies that promotes innovative business models, corporate ventures and digital transformation.",https://www.crunchbase.com/organization/u-ventures-52b7,0
CONCEPTUM Beteiligungsgesellschaft mbH,"Frankfurt-based boutique VC firm specialized in emerging tech (incl. SaaS, Analytics, E-Health, E-Commerce, Mobile, Payment)",https://www.crunchbase.com/organization/conceptum-beteiligungsgesellschaft-mbh,0
Venture Creator,Venture Creator is a deep-tech startup studio.,https://www.crunchbase.com/organization/venture-creator,0
HUBBLR Ventures,HUBBLR Ventures is an investment firm invest in visionaries to build products people love.,https://www.crunchbase.com/organization/hubblr-ventures,0
Vantage Value,"Vantage Value are an experienced, highly motivated team of economically thinking and acting people.",https://www.crunchbase.com/organization/vantage-value,0
Plutos Group,Plutos Group is providing support to young companies and PropTechs in the realization of innovative ideas.,https://www.crunchbase.com/organization/plutos-group,0
Investment and Structure Bank Rhineland-Palatinate,Investment and Structure Bank Rhineland-Palatinate is a investment company.,https://www.crunchbase.com/organization/investment-and-structure-bank-rhineland-palatinate,0
NowHatch Ventures,"NowHatch Ventures is an early stage capital investor focused on innovative business models in marketplaces, consumers, SaaS & new areas.",https://www.crunchbase.com/organization/nowhatch-ventures,0
Khadjavi Capital Partners,Khadjavi Capital Partners is the investment office of the Munich entrepreneur.,https://www.crunchbase.com/organization/khadjavi-capital-partners,0
BLACK RHINO VENTURES,Investing. Building. Companies.,https://www.crunchbase.com/organization/black-rhino-ventures,0
FTR Ventures,FTR Ventures is a venture capital firm.,https://www.crunchbase.com/organization/ftr-ventures,0
CE Tech Invest,CE Tech Invest actively participates in innovative technology startups in Europe and Asia.,https://www.crunchbase.com/organization/ce-tech-invests,0
BTQ Ventures,"BTQ Ventures is a (pre-)seed, early stage investment fund that invests in great founders with bold, innovative and maybe crazy ideas.",https://www.crunchbase.com/organization/btq-ventures,0
Creative Edge Ventures,Highly Selective Early Stage Deep Tech Investments,https://www.crunchbase.com/organization/creative-edge,1
Sasserath 1871,Investing in Impact + Happiness,https://www.crunchbase.com/organization/sasserath-1871,0
Tanegra LLC Series H,Investment firm,https://www.crunchbase.com/organization/tanegra-llc-series-h-1a20,0
Jochen Schweizer Ventures,The Jochen Schweizer Ventures (JSV) is the holding company.,https://www.crunchbase.com/organization/jochen-schweizer-ventures,0
4Tree Capital,4Tree Capital invests in classic sectors and topics as well as in innovative ideas.,https://www.crunchbase.com/organization/4tree-capital,0
Bellevue Investments & Co,Bellevue Investments is a private owned holding company with numerous national and international subsidiaries and investments.,https://www.crunchbase.com/organization/bellevue-investments-co,0
Andreas Schmid Lab,Andreas Schmid Lab is a corporate venture capital firm investing in pre-seed and seed-stage companies.,https://www.crunchbase.com/organization/andreas-schmid-lab,0
Aeronaut Invest,Aeronaut Invest is an investment firm that provides early stage funding.,https://www.crunchbase.com/organization/aeronaut-invest,0
fastforward ventures,"fastforward ventures is a Germany-based company that builds visions, executions, and performances for companies.",https://www.crunchbase.com/organization/fastforward-ventures,0
Quest Solutions,Quest Solutions is a specialist advisor to the healthcare industry.,https://www.crunchbase.com/organization/quest-solutions,1
Satrana Ventures,Satrana Ventures provides catalytic funding as well as hands-on assistance.,https://www.crunchbase.com/organization/satrana-ventures,0
Mercalix Ventures,Mercalix invests in 1-2 companies every week. We're at the pulse of the start-up community worldwide.,https://www.crunchbase.com/organization/mercalix-ventures,0
"DB Specialty Invest,",DB Specialty Invest operates as an investment firm.,https://www.crunchbase.com/organization/db-specialty-invest,0
RTL Ventures,RTL Ventures is the independent venture capital unit of RTL Germany. We invest cash & media in outstanding ConsumerTech founders.,https://www.crunchbase.com/organization/rtl-ventures-7cb9,1
