Organization Name,Description,Organization Name URL,B2B Binary
Gearbox Protocol,"Leverage anything in DeFi: margin trade on Uniswap, leverage farm on Curve, and more! Or simply earn passive lending APY!",https://www.crunchbase.com/organization/gearbox-protocol,
Ovianta,Ovianta is a developer of an artificial intelligence-based software designed to improve efficiency in medical practices,https://www.crunchbase.com/organization/ovianta,
Trak,Trak is a software tool for healthcare professional to provide AI-based tele-rehabilitation services like physiotherapy and others.,https://www.crunchbase.com/organization/trak-5cdb,
Depet,Depet is a pet services platform that offers professional pet funeral services with delicate and respectful treatment for pets.,https://www.crunchbase.com/organization/depet,
Snab,Snab is a cloud-based and AI-powered platform that automates access and management of global banking.,https://www.crunchbase.com/organization/snab,
TalentYou,TalentYou is the operator of an AI platform designed to alter business training and improve employee performance.,https://www.crunchbase.com/organization/talentyou,
Aino,AI agent for geo data work,https://www.crunchbase.com/organization/aino-world,
Dawa,Dawa is a company that provides reverse logistics.,https://www.crunchbase.com/organization/dawa,
Anyformat,"Anyformat, a Spanish startup relying on a new age of human-AI collaboration",https://www.crunchbase.com/organization/anyformat,
Kloutit,Kloutit specializes in chargeback management automated AI solutions.,https://www.crunchbase.com/organization/kloutit,
Dubme,Dubme helps content creators and media companies extend their reach by dubbing and publishing content into new languages,https://www.crunchbase.com/organization/dubme,
Leemons Edtech Solutions,"SaaS collaborative learning platform to communicate, organize, plan, create content, manage knowledge and evaluate.",https://www.crunchbase.com/organization/leemons-edtech-solutions,
Buo,Marketplace that connects suppliers who have excess stock with customers who want to purchase quality products at discounted prices,https://www.crunchbase.com/organization/buo-b730,
Build to Zero,Build to Zero is a climate technology business that specializes in thermal energy storage technology for industrial heat decarbonization.,https://www.crunchbase.com/organization/build-to-zero,
Orikine Bio,Orikine Bio is a pioneer biotech company in the field of tailored cytokines for the treatment of immune-mediated disorders.,https://www.crunchbase.com/organization/orikine-bio,
Ucademy,"La vida no se hace más fácil, TÚ te haces más FUERTE",https://www.crunchbase.com/organization/ucademy,
Healz,"Healz develops software to measure and analyze your metabolic condition using glucose monitoring, hormonal science and diagnostic AI.",https://www.crunchbase.com/organization/healz,
Granter.ai,World's first AI agent for grants,https://www.crunchbase.com/organization/granter-ai,
Union Avatars,Union Avatars is a company dedicated to creating avatars for the metaverse.,https://www.crunchbase.com/organization/union-avatars-linking-realities,
Gamium,"Gamium is a technology company that creates digital identity and metaverse solutions for individuals, businesses, and developers.",https://www.crunchbase.com/organization/gamium,
Epinium,Boosting Amazon Sales Through Cutting-Edge AI,https://www.crunchbase.com/organization/epinium,
Yumminn,Mobile payment solution that allows diners to order and pay from their phones by scanning a QR code on their table.,https://www.crunchbase.com/organization/yumminn,
Athlos,Athlos is an online management platform specialised in sports travel.,https://www.crunchbase.com/organization/egruppa,
Robinsun,Robinsun plugin solar kits allow all families to generate their own solar energy for self consumption at home.,https://www.crunchbase.com/organization/robinsun,
Pack2Earth,"Pack2Earth, S.L. is a company that specializes in developing new, sustainable materials for the food sector and other industries.",https://www.crunchbase.com/organization/pack2earth,
Recovo,"Recovo is a re-commerce platform for textile, yarn and production material waste.",https://www.crunchbase.com/organization/recovo,
Universal Health Token,Universal Health Token is a gamified healthcare platform that features health goals and rewards via health tokens.,https://www.crunchbase.com/organization/universal-health-token,
Dedomena AI,"Anonymization tools, synthetic data generation, data products and cross industry solutions powered by best-of-breed artificial intelligence.",https://www.crunchbase.com/organization/dedomena-ai,
Gameta,Gameta is a web3 company.,https://www.crunchbase.com/organization/gameta-37f6,
Adaion,Adaion develops a solution to aid grid operators in the energy transition by utilizing cutting-edge technology.,https://www.crunchbase.com/organization/adaion,
Wagmi Venture Studio,Web3 & AI venture studio creating transformative experiences that democratize opportunity and ownership of the internet.,https://www.crunchbase.com/organization/wagmi-venture-studio,
KomboAI,KomboAI is a firm that specializes in commercial AI solutions.,https://www.crunchbase.com/organization/komboai,
Secrets Vault,Visual cryptography to safeguard digital information,https://www.crunchbase.com/organization/lta-labs,
HALO Space,Sustainable Near Space Balloon Tourism,https://www.crunchbase.com/organization/halo-space,
Feeder,Feeder is a predictive AI created to analyze the reactions of marketing audiences to video contents with facial coding technology.,https://www.crunchbase.com/organization/feeder-ca71,
Colibid,Colibid is a revolutionary way to access a better mortgage loan.,https://www.crunchbase.com/organization/colibid,
Solfy,Solfy is a marketplace for the self-consumption of solar energy.,https://www.crunchbase.com/organization/solfy-52a2,
Ourspace,Ourspace is the collaborative team design software that equips leaders to make smarter org design decisions.,https://www.crunchbase.com/organization/ourspace-09bd,
Remolonas,Remolona's mission is to reduce food losses and waste while also building a better food system for all.,https://www.crunchbase.com/organization/remolon,
Vent Finance,The Community Launchpad Ecosystem.,https://www.crunchbase.com/organization/ventfinance,
toddl.co,toddl.co is Europe's first all-in-one business management software tool for providers of kids' activities.,https://www.crunchbase.com/organization/toddl,
Catcher Delivery,Catcher is a business to business Marketplace that allows companies to deliver orders,https://www.crunchbase.com/organization/catcher-delivery,
Crowmie,Crowmie is the first investment platform in tokenize renewable energy projects.,https://www.crunchbase.com/organization/crowmie,
Unlockd,"Unlockd Maximize the return on NFTs with cross-chain, instant loans while keeping their utility.",https://www.crunchbase.com/organization/unlockd-6d51,
Floatech,Floatech develops high-performance silicon anodes for advanced technology industries.,https://www.crunchbase.com/organization/floatech,
Unibo Neobank,Unibo Neobank is a bank for property management and real estate agents.,https://www.crunchbase.com/organization/unibo-neobank,
Pollen,Pollen is a DeFi 2.0 asset management protocol,https://www.crunchbase.com/organization/pollen,
Wealthreader,"API that provides standardised, real-time access to any type of financial asset held by any entity.",https://www.crunchbase.com/organization/wealth-reader,
Poseidona,Sustainable proteins from algal waste and invasive biomass,https://www.crunchbase.com/organization/poseidona,
LIUX,LIUX is a sustainable automotive company. Our mission is to build a better world through a new sustainable movement.,https://www.crunchbase.com/organization/liux,
Rand Network,Rand Network is an app that provides money back or cash prizes from the gaming platform.,https://www.crunchbase.com/organization/rand-network,
WOODEA,ConTech solutions for today's construction challenges.,https://www.crunchbase.com/organization/woodea,
The Channel Store,"The Channel Store is a company specializing in the creation, distribution, and monetization of various types of channels.",https://www.crunchbase.com/organization/the-channel-store,
Kimera Technologies,"Kimera develops software solutions to understand visual content, extract its useful data and transform it into accessible information.",https://www.crunchbase.com/organization/kimera-technologies,
Vixiees,"Vixiees is an application that provides omnichannel tools, team monitoring productivity, analytics, sales and lead management services.",https://www.crunchbase.com/organization/vixiees,
Quantic Brains Technologies,Quantic Brains Technologies is an artificial intelligence firm that generates movies and video games using machine larning.,https://www.crunchbase.com/organization/quantic-brains-technologies,
Banko ID,Bank Accounts verification platform for SMEs,https://www.crunchbase.com/organization/banko-id,
Emocional,AI based SaaS solution for real-time video-conference emotional well-being analysis of hybrid & remote teams,https://www.crunchbase.com/organization/emocional,
